date,ADPT,ASLP,ASTP,AWBT,AWND,PGTM,PRCP,RHAV,RHMN,RHMX,TMAX,TMIN,WDF2,WDF5,WSF2,WSF5,WT01,WT02,WT03,WT08
2022-03-05,22.0,10196.0,10179.0,67.0,7.6,,,,,,,,,,,,,,,
2023-01-01,50.0,10112.0,10095.0,83.0,9.2,,0.04,68.0,42.0,86.0,60.0,46.0,300.0,290.0,18.1,23.9,,,,
2023-01-02,39.0,10112.0,10091.0,67.0,10.5,,0.0,69.0,54.0,80.0,52.0,44.0,130.0,140.0,28.0,36.9,,,,
2023-01-03,72.0,10146.0,10129.0,94.0,5.1,,0.0,74.0,60.0,83.0,59.0,48.0,220.0,230.0,16.1,21.9,,,,
2023-01-04,94.0,10075.0,10047.0,111.0,17.9,,0.59,78.0,58.0,90.0,61.0,48.0,150.0,160.0,35.1,49.0,1.0,,,
2023-01-05,89.0,10132.0,10119.0,106.0,9.2,,0.75,78.0,69.0,87.0,59.0,48.0,180.0,180.0,21.0,33.1,1.0,,,
2023-01-06,67.0,10227.0,10210.0,94.0,9.4,,0.0,69.0,54.0,83.0,61.0,48.0,140.0,140.0,17.0,21.0,,,,
2023-01-07,50.0,10152.0,10132.0,94.0,18.3,,0.08,60.0,37.0,86.0,63.0,51.0,140.0,140.0,38.0,55.0,1.0,,,
2023-01-08,100.0,10149.0,10135.0,117.0,11.6,,0.31,78.0,56.0,89.0,62.0,50.0,130.0,150.0,29.1,40.0,1.0,,,
2023-01-09,106.0,10078.0,10058.0,122.0,9.4,,0.91,82.0,67.0,93.0,60.0,50.0,130.0,140.0,30.0,40.9,1.0,,,
2023-01-10,78.0,10108.0,10098.0,100.0,9.6,,0.43,78.0,67.0,86.0,58.0,49.0,200.0,200.0,36.0,57.9,1.0,,1.0,
2023-01-11,94.0,10186.0,10169.0,106.0,18.1,,0.0,81.0,77.0,87.0,58.0,51.0,140.0,140.0,31.1,42.9,,,,
2023-01-12,89.0,10190.0,10169.0,117.0,10.7,,0.0,66.0,49.0,78.0,68.0,54.0,130.0,100.0,21.0,32.0,,,,
2023-01-13,89.0,10156.0,10139.0,111.0,10.1,,0.23,73.0,48.0,90.0,60.0,54.0,150.0,150.0,21.9,28.0,1.0,,,1.0
2023-01-14,100.0,10068.0,10047.0,111.0,9.6,,0.62,83.0,67.0,90.0,60.0,49.0,130.0,140.0,25.9,36.9,1.0,,,1.0
2023-01-15,78.0,10051.0,10034.0,89.0,7.6,,0.67,85.0,80.0,90.0,53.0,46.0,130.0,120.0,17.0,25.1,1.0,,,
2023-01-16,61.0,10054.0,10020.0,83.0,9.6,,0.85,76.0,62.0,90.0,55.0,45.0,320.0,320.0,25.1,33.1,1.0,,,
2023-01-17,33.0,10163.0,10146.0,61.0,2.9,,0.0,73.0,46.0,93.0,57.0,38.0,330.0,320.0,10.1,17.0,,,,
2023-01-18,39.0,10210.0,10196.0,67.0,4.3,,0.01,70.0,48.0,86.0,58.0,38.0,170.0,150.0,13.0,19.9,,,,
2023-01-19,44.0,10230.0,10210.0,67.0,5.4,,0.03,75.0,63.0,90.0,54.0,41.0,340.0,350.0,18.1,27.1,1.0,,,
2023-01-20,-6.0,10257.0,10240.0,44.0,4.7,,0.0,57.0,38.0,83.0,55.0,38.0,310.0,320.0,15.0,21.0,,,,
2023-01-21,0.0,10288.0,10268.0,39.0,3.1,,0.0,61.0,40.0,83.0,57.0,33.0,330.0,330.0,12.1,15.0,,,,
2023-01-22,-6.0,10224.0,10207.0,50.0,8.5,,0.0,55.0,23.0,80.0,60.0,38.0,310.0,300.0,21.0,25.1,,,,1.0
2023-01-23,-44.0,10210.0,10193.0,50.0,9.2,,0.0,34.0,24.0,58.0,61.0,44.0,340.0,360.0,19.9,31.1,,,,
2023-01-24,0.0,10268.0,10254.0,56.0,2.7,,0.0,54.0,27.0,76.0,64.0,36.0,310.0,310.0,16.1,21.9,,,,
2023-01-25,11.0,10274.0,10257.0,72.0,5.8,,0.0,51.0,26.0,79.0,68.0,39.0,280.0,360.0,16.1,25.1,,,,
2023-01-26,17.0,10288.0,10271.0,78.0,4.3,,0.0,50.0,30.0,68.0,67.0,42.0,320.0,310.0,14.1,19.0,,,,
2023-01-27,39.0,10220.0,10200.0,72.0,3.8,,0.0,69.0,38.0,83.0,63.0,39.0,320.0,340.0,13.0,16.1,,,,
2023-01-28,56.0,10159.0,10146.0,83.0,4.7,,0.0,72.0,39.0,89.0,62.0,44.0,350.0,350.0,17.0,25.1,1.0,,,
2023-01-29,39.0,10115.0,10098.0,67.0,8.5,,0.0,70.0,53.0,80.0,54.0,44.0,300.0,300.0,19.9,25.9,,,,
2023-01-30,-83.0,10179.0,10163.0,22.0,4.7,,0.0,31.0,20.0,47.0,57.0,38.0,30.0,60.0,13.0,23.0,,,,
2023-01-31,-72.0,10220.0,10200.0,28.0,4.0,1528.0,0.0,34.0,15.0,55.0,60.0,34.0,340.0,300.0,10.1,15.0,,,,
2023-02-01,-22.0,10227.0,10207.0,39.0,,,0.0,50.0,26.0,65.0,61.0,33.0,,,,,,,,
2023-02-02,-11.0,10234.0,10213.0,56.0,3.6,,0.0,49.0,21.0,76.0,65.0,37.0,210.0,200.0,21.0,30.0,,,,
2023-02-03,50.0,10227.0,10213.0,89.0,4.5,,0.14,70.0,32.0,90.0,58.0,48.0,350.0,10.0,12.1,19.9,1.0,1.0,,
2023-02-04,94.0,10176.0,10169.0,111.0,7.8,,0.12,79.0,56.0,93.0,65.0,48.0,200.0,190.0,21.9,32.0,1.0,1.0,,
2023-02-05,67.0,10240.0,10224.0,89.0,7.4,,0.19,77.0,57.0,89.0,57.0,47.0,310.0,320.0,31.1,36.9,,,1.0,1.0
2023-02-06,39.0,10284.0,10268.0,72.0,4.9,,0.0,68.0,44.0,86.0,60.0,40.0,310.0,340.0,15.0,19.0,,,,
2023-02-07,39.0,10274.0,10257.0,72.0,3.6,,0.0,67.0,46.0,86.0,61.0,38.0,330.0,330.0,14.1,19.9,,,,
2023-02-08,44.0,10271.0,10254.0,78.0,2.9,,0.0,68.0,41.0,86.0,64.0,39.0,340.0,330.0,10.1,15.0,,,,
2023-02-09,50.0,10251.0,10230.0,83.0,2.9,,0.0,66.0,38.0,83.0,68.0,41.0,320.0,310.0,16.1,19.0,,,,
2023-02-10,50.0,10217.0,10200.0,78.0,6.5,,0.0,73.0,53.0,89.0,61.0,40.0,310.0,300.0,19.9,25.1,,,,
2023-02-11,44.0,10146.0,10135.0,72.0,6.7,,0.06,73.0,53.0,90.0,55.0,43.0,330.0,50.0,17.0,25.9,1.0,,,
2023-02-12,33.0,10146.0,10129.0,67.0,4.0,,0.0,64.0,38.0,86.0,65.0,37.0,330.0,330.0,15.0,18.1,,,,
2023-02-13,50.0,10132.0,10112.0,78.0,8.3,,0.0,69.0,58.0,93.0,62.0,40.0,330.0,330.0,23.9,32.0,1.0,1.0,,1.0
2023-02-14,6.0,10176.0,10156.0,50.0,13.9,,0.01,59.0,37.0,73.0,53.0,40.0,310.0,300.0,28.0,40.0,,,1.0,
2023-02-15,-39.0,10237.0,10220.0,33.0,8.3,,0.0,43.0,28.0,63.0,57.0,38.0,330.0,330.0,21.0,27.1,,,,
2023-02-16,-28.0,10234.0,10213.0,39.0,5.4,,0.0,47.0,22.0,67.0,61.0,36.0,180.0,170.0,15.0,23.9,,,,
2023-02-17,-22.0,10193.0,10176.0,44.0,2.0,,0.0,49.0,15.0,79.0,63.0,36.0,320.0,330.0,13.0,16.1,,,,
2023-02-18,-28.0,10179.0,10163.0,44.0,4.5,,0.0,44.0,16.0,70.0,66.0,33.0,330.0,340.0,10.1,13.0,,,,
2023-02-19,0.0,10186.0,10169.0,61.0,4.3,,0.0,49.0,27.0,70.0,67.0,37.0,340.0,340.0,10.1,15.0,,,,
2023-02-20,28.0,10196.0,10176.0,78.0,4.0,,0.0,57.0,32.0,77.0,69.0,40.0,320.0,330.0,12.1,16.1,,,,
2023-02-21,33.0,10108.0,10085.0,67.0,14.8,,0.0,65.0,45.0,83.0,59.0,44.0,300.0,310.0,40.9,61.1,,,,
2023-02-22,-6.0,10095.0,10078.0,44.0,12.3,,0.01,59.0,39.0,79.0,52.0,40.0,290.0,300.0,21.9,30.0,,,,
2023-02-23,11.0,10102.0,10085.0,44.0,11.2,,0.07,70.0,46.0,86.0,51.0,36.0,120.0,130.0,31.1,40.9,,,,
2023-02-24,28.0,10061.0,10041.0,50.0,8.5,,0.57,76.0,58.0,86.0,50.0,38.0,140.0,140.0,25.9,36.9,1.0,,1.0,
2023-02-25,28.0,10122.0,10105.0,56.0,3.8,,0.0,70.0,48.0,86.0,54.0,38.0,320.0,340.0,16.1,19.9,,,,
2023-02-26,44.0,10166.0,10149.0,67.0,8.9,,0.12,76.0,66.0,86.0,52.0,44.0,130.0,130.0,21.9,28.0,1.0,,,
2023-02-27,33.0,10152.0,10129.0,56.0,5.8,,0.4,80.0,66.0,89.0,50.0,38.0,140.0,130.0,18.1,27.1,1.0,,,1.0
2023-02-28,50.0,10122.0,10102.0,67.0,9.4,,0.33,81.0,69.0,86.0,53.0,41.0,320.0,320.0,18.1,25.1,1.0,,,
2023-03-01,6.0,10132.0,10112.0,44.0,12.5,,0.01,63.0,38.0,83.0,54.0,39.0,300.0,290.0,25.9,36.0,1.0,,,
2023-03-02,6.0,10203.0,10186.0,56.0,4.9,,0.0,58.0,18.0,79.0,61.0,37.0,350.0,10.0,17.0,25.1,,,,
2023-03-03,44.0,10176.0,10159.0,67.0,5.8,,0.0,73.0,58.0,86.0,58.0,39.0,350.0,340.0,17.0,21.9,,,,
2023-03-04,28.0,10129.0,10112.0,61.0,8.3,,0.07,66.0,56.0,80.0,55.0,43.0,190.0,190.0,21.0,29.1,,,,
2023-03-05,28.0,10156.0,10142.0,56.0,6.5,,0.14,69.0,44.0,86.0,54.0,39.0,290.0,170.0,18.1,25.1,1.0,,,
2023-03-06,28.0,10210.0,10193.0,56.0,6.0,,0.13,70.0,43.0,83.0,,,,,,,,,,
